sigma1,sigma2,mu1,mu2,logit_p
0.752319467,0.216157958,8.369584551,10.14191,-2.862908843
1.008465205,0.20343501,8.297776088,10.13638225,-2.659696294
0.69125951,0.211206206,7.947396309,10.12404984,-3.053833195
0.807573028,0.21761591,7.945164745,10.12950845,-3.102574678
0.879234395,0.212035606,8.111372832,10.13450929,-2.766138165
0.963405543,0.220947623,7.527898342,10.13280198,-2.578976039
0.759806885,0.214093745,8.099455898,10.12917259,-2.935671693
0.955982029,0.204569569,8.255714867,10.12796415,-2.991223441
0.813349912,0.209724226,8.291308196,10.13078285,-3.040572366
0.802028074,0.228719992,7.815095452,10.13770533,-3.086143408
1.000101071,0.213474441,8.096225187,10.13182184,-3.444942979
1.007628704,0.208414985,7.939772217,10.13683163,-2.814797607
0.964968139,0.213463443,7.769092099,10.1389859,-3.10086483
0.775469094,0.215373644,8.375974819,10.12796784,-3.179895212
0.84827878,0.209583652,8.051944616,10.12760007,-2.782002505
0.958577699,0.209288975,7.935673777,10.13132791,-2.74992631
1.006522342,0.206571102,8.225217204,10.1281585,-2.809164538
0.811504085,0.208711608,7.976574203,10.14492581,-3.390569686
1.223270754,0.20960747,7.895439938,10.13453343,-2.918166949
0.784106058,0.209762917,8.138657485,10.12624059,-3.045633197
0.877983127,0.213985493,7.886470511,10.1324048,-3.028506994
0.537096068,0.20715977,8.581230249,10.12584857,-3.368363143
0.58696526,0.225196618,7.708751123,10.13592163,-2.79970896
0.809627623,0.220925285,8.177018267,10.13537938,-2.955175697
0.802099545,0.21653789,7.909754236,10.12766588,-3.070105685
0.745753947,0.223976457,7.862532449,10.14218171,-3.189350947
1.028779033,0.210336108,8.01157427,10.1347176,-2.70663078
0.665435984,0.206324756,8.308398738,10.12936099,-3.278740387
0.793787542,0.213558716,7.908407651,10.12861385,-2.581741109
0.889761601,0.211180458,8.024082107,10.1391498,-2.950193331
0.819368368,0.215213004,8.017947626,10.13087204,-2.808281414
0.863039943,0.222764657,7.840207584,10.12870701,-3.045974668
1.124275143,0.216864235,7.515682087,10.1316546,-2.685780402
0.844391206,0.205746142,7.929538415,10.12674678,-3.001504455
0.695094154,0.212600442,8.161045996,10.13048721,-2.79553651
0.862232927,0.210612348,8.114629449,10.12822967,-3.025697125
0.465146656,0.211094921,8.081650656,10.12770551,-3.183083727
0.677584593,0.219012679,8.136660805,10.14187331,-3.056470995
1.058948681,0.210697878,7.985087728,10.13124343,-2.692243938
1.44136858,0.209915465,8.292352918,10.12645625,-2.822224835
1.034512208,0.215419861,8.132107629,10.12631286,-2.989799673
0.654506345,0.224335163,8.267925207,10.13505985,-2.852669928
1.199435877,0.202945591,7.870509938,10.12681518,-2.676123306
1.204571354,0.214003998,8.183735009,10.13120411,-2.881960193
0.787898769,0.217346214,8.167211084,10.13570662,-2.970492515
1.653013003,0.202083447,7.929606219,10.13219129,-2.495422985
1.220307809,0.205312186,8.389847232,10.11441997,-3.040504256
1.017058191,0.212178437,7.932953394,10.13269482,-2.877680293
0.911977287,0.208894364,7.928591792,10.13808325,-2.868365547
0.877644687,0.207827484,7.959207657,10.12679929,-2.722310079
0.652409266,0.214727523,7.987912751,10.12874801,-3.511513584
0.863525199,0.217137679,7.841130138,10.12681672,-2.656580523
1.028980609,0.20791319,8.014488741,10.1308754,-2.871574962
0.622209255,0.213542726,8.417949251,10.13180348,-3.186611205
1.031156525,0.214822576,7.700358297,10.12779342,-2.792628758
0.623403932,0.217581393,8.406853728,10.13524324,-3.255601234
0.814432905,0.213082466,8.00267833,10.12539151,-3.007027465
1.677532751,0.202462528,7.729609882,10.13378523,-2.273034737
0.73529513,0.217219113,7.983187642,10.13677091,-3.051266018
0.906933287,0.224028231,8.182411535,10.1421535,-3.133777507
0.708939787,0.207766604,8.331465791,10.13594481,-3.152422855
0.960344109,0.200906189,7.919379858,10.11660862,-2.758737673
1.239411347,0.216877005,7.904429892,10.12921901,-3.101440045
0.859800953,0.211290287,8.141662246,10.12866825,-3.024644
0.930360921,0.212730443,7.838494713,10.14506448,-3.061279569
1.519978935,0.219914935,7.758554924,10.14488739,-2.599936188
0.685830024,0.210092931,8.146306168,10.11796824,-3.179673903
1.183684523,0.216225246,7.404275122,10.1339821,-2.243079348
0.856962119,0.210930774,7.986922366,10.14230245,-2.869940437
0.857130299,0.213313364,7.935434392,10.13396938,-2.944341508
0.64983828,0.213750486,8.303215569,10.12963233,-3.040000744
0.928821987,0.213027511,8.239659657,10.12940802,-3.126304304
1.062562734,0.206169617,8.41119286,10.13884581,-2.773174342
0.863959641,0.210230529,8.708935685,10.13467235,-3.369516613
1.050781089,0.209040647,7.975752193,10.13315944,-2.546055601
0.783280252,0.214729406,8.114142271,10.13937822,-3.057516834
0.983049146,0.21545844,8.095240226,10.13536638,-3.013932681
1.375278967,0.219115774,7.423219185,10.13975311,-2.541511257
0.873105534,0.208521273,8.300858658,10.12332167,-3.130302729
0.831186315,0.209324585,8.377227825,10.13256898,-2.877508908
1.042766459,0.208606463,8.166757089,10.12310851,-2.640359877
0.648903114,0.222841268,8.214508631,10.13254887,-3.233194147
0.904557894,0.21979775,7.528256997,10.13062067,-2.450069756
0.535039335,0.208719351,8.385386502,10.12947127,-3.722721522
1.592304459,0.205783156,8.062844803,10.13185799,-2.586670126
1.505688188,0.208236106,8.032630462,10.13813077,-2.944757651
2.371231528,0.208400033,8.93512702,10.14131231,-2.458180901
0.954568692,0.218064432,8.066107904,10.12547282,-3.068718632
0.559260298,0.224350342,7.874006426,10.14315671,-3.089470136
0.723531532,0.204924005,7.994054316,10.12077745,-2.863508594
0.70982587,0.210383157,8.070686798,10.12298015,-3.224707796
0.922213624,0.218174505,7.851609812,10.1353,-2.752583971
1.265710003,0.210882267,8.21902561,10.13093663,-2.689802697
0.621749372,0.214123999,8.192930084,10.12808086,-3.152243907
0.95040601,0.22364126,8.075406679,10.14515356,-3.024104787
2.339360427,0.213672565,10.25102844,10.13955728,-2.594144478
0.833046671,0.20732338,8.252185327,10.12015233,-2.96882361
0.70310194,0.215645168,8.060184871,10.13685714,-2.824921249
1.183170987,0.204371734,7.992958097,10.13386425,-2.538007663
0.732156415,0.204867881,8.111802922,10.13517819,-3.31175353
0.844397742,0.210924739,8.315536197,10.13073367,-2.869955122
0.967353232,0.20951093,8.057022286,10.12700228,-2.776859066
0.625856964,0.213869771,8.207690551,10.12454198,-2.945220535
1.152978545,0.217005719,7.584636298,10.12855174,-2.854630074
0.813097207,0.203637869,8.304194602,10.12910825,-2.847217043
1.046263594,0.214642923,7.776888762,10.13981433,-2.622564742
0.890120991,0.217782549,7.982550546,10.13500091,-3.129096658
1.046337165,0.209620832,7.340428089,10.12598643,-2.992876757
0.802661269,0.203378422,8.218046082,10.12651578,-2.69855669
0.636552114,0.216362222,8.493318965,10.13503001,-3.059869592
1.01751276,0.216706265,7.925611021,10.13934252,-3.094849651
1.276160622,0.207076864,7.764881696,10.126116,-2.855634941
0.759323454,0.204580109,8.016864775,10.11833077,-3.221525094
1.299510865,0.217821475,7.952709282,10.1404551,-3.053031351
0.856140058,0.207708655,8.352655377,10.13472381,-3.058080243
1.078789995,0.21014522,8.172376073,10.12806324,-2.802257961
1.186379388,0.212485826,7.71459113,10.12885675,-2.66332789
1.452943768,0.203249795,8.132918106,10.14070006,-2.775461317
1.024020939,0.202996486,8.302105691,10.12407412,-2.680806359
1.086142725,0.213150143,7.730801398,10.122027,-2.806844408
0.897472624,0.206310919,8.254446401,10.13847549,-2.9528812
0.775469701,0.214536369,8.180813582,10.13868478,-2.983580395
0.763142449,0.215479367,7.83359367,10.13577611,-3.154113303
0.741256037,0.209321562,8.149456123,10.12588974,-2.773525221
0.722192124,0.227079751,8.15410264,10.14881382,-2.960111706
2.256190821,0.213296604,7.296146956,10.14148774,-2.137839059
1.689321602,0.210244842,7.32167059,10.12983832,-2.482794935
1.10095649,0.216059868,7.909380105,10.13423243,-2.788131267
0.938407235,0.200652944,8.349634344,10.12068705,-2.854778461
0.907746127,0.209738036,7.851735457,10.13104183,-2.828872068
1.079996658,0.211421211,8.136666873,10.13103877,-2.968490569
1.127441147,0.21671945,7.698866011,10.13466355,-3.12508237
0.766851465,0.210257216,8.213568265,10.12850945,-2.879399195
0.910187768,0.211485568,8.356566545,10.13726582,-2.910736918
0.908763475,0.210270452,7.906719259,10.12457806,-2.91782136
0.590817504,0.209428492,8.445078124,10.12916378,-3.847726808
0.785432892,0.21618304,8.009133587,10.133436,-3.093678453
0.710679609,0.212475828,8.290619098,10.13198663,-3.390400799
1.366566212,0.206755907,8.047494165,10.12100058,-2.827303497
0.709011522,0.2117096,8.17442348,10.13376586,-3.029191893
0.903554673,0.217484574,8.079076741,10.12017703,-3.056863032
0.701009515,0.228210311,7.895046123,10.14901048,-3.189469365
1.116935659,0.208256346,8.27921719,10.12596207,-2.650904499
0.899411319,0.223017146,7.832240834,10.1270086,-3.089491735
0.896016793,0.208255583,7.908781459,10.13232022,-2.800130384
0.837472419,0.207819125,7.904352525,10.12934173,-2.475939501
0.784029346,0.210026872,8.389711918,10.12314532,-3.005675819
1.093008365,0.21265419,7.625390847,10.13648214,-2.820228364
0.738133196,0.217515613,8.064614058,10.12598318,-3.139464371
0.866914889,0.217727196,7.990088849,10.13546341,-2.738531434
0.730381057,0.215850653,8.121634377,10.13405421,-3.070176339
0.938792192,0.20652758,8.012481375,10.12375466,-2.900108064
0.732803195,0.20130009,7.999594228,10.11707333,-2.875173671
0.605440941,0.213646404,8.166811014,10.13618707,-2.983805042
0.852234587,0.210354083,7.979456266,10.13943933,-2.598509323
0.676838976,0.213082684,7.852832144,10.13020527,-2.962178288
0.848400898,0.212921401,8.060426016,10.1348971,-2.937348754
0.883919074,0.216450205,8.251376602,10.12311311,-3.117520927
0.910762958,0.215638608,8.050430234,10.13361363,-2.776950412
0.850017431,0.223706381,7.983197127,10.13891569,-3.114716687
0.638247447,0.217461342,8.33737659,10.13764845,-3.167155364
0.728946496,0.213802789,8.259661103,10.12782494,-2.924811479
0.878890245,0.215855736,8.185961453,10.12688947,-3.158547025
0.700378016,0.223425423,8.027614828,10.13677082,-2.741863661
0.865805434,0.212303332,8.024084489,10.1373439,-3.065625839
0.693563374,0.217001194,8.134754668,10.1484131,-3.226634213
0.94635581,0.210923359,8.483153753,10.13887344,-2.92016775
0.673570085,0.222771288,7.973950141,10.13823441,-2.748138737
1.168681199,0.2083313,8.039053942,10.12332559,-2.756802378
1.041138203,0.216596814,7.381489544,10.13105817,-2.53786943
0.965316911,0.208378725,8.131054199,10.12345137,-2.99047638
0.893490905,0.213280275,7.91368882,10.13647212,-2.720229054
0.796823307,0.211746998,7.993677901,10.13649889,-2.849856892
1.202973213,0.205104276,8.117868764,10.12670061,-2.831821525
0.956100727,0.214632817,8.197086706,10.14850866,-2.678277538
0.867365329,0.210513961,8.351250945,10.13495604,-2.971826366
0.863699612,0.219527473,8.012171297,10.13532507,-2.9755448
0.975149861,0.213417644,7.974942714,10.13382416,-2.811562749
0.720796412,0.218188223,7.93454387,10.12897373,-3.102227393
0.808769031,0.212735365,8.062717923,10.13212207,-2.919551922
0.65188382,0.218643575,8.108872595,10.12624969,-3.105848922
0.819974412,0.214948379,8.29283394,10.12688622,-2.848493323
0.849767664,0.211776464,8.707563073,10.13867362,-3.377757483
0.818576615,0.209111363,8.174017094,10.13334751,-2.987886379
0.763036137,0.202465234,8.260967093,10.12955659,-2.857013126
0.940190192,0.212708612,7.982702678,10.12664471,-2.975322869
0.746983619,0.21326079,7.936858128,10.13271678,-3.087775919
0.861595167,0.206653534,8.33183354,10.13062609,-2.964190492
1.204509985,0.212814924,8.066958103,10.13024969,-2.662908833
0.97888133,0.213861365,7.81801439,10.12322119,-2.885130259
0.675349788,0.203524208,8.248807963,10.11785287,-3.011993063
0.850741987,0.214452377,8.220214195,10.13483874,-2.937813775
1.016307201,0.213960449,7.952296823,10.12318931,-2.861125146
0.938951621,0.211408557,8.014916344,10.12839246,-2.748839156
0.678458955,0.213983996,8.092817662,10.13586284,-3.123362336
1.294693389,0.211445148,8.086314118,10.12111431,-2.910847484
1.454780395,0.20895281,7.954776769,10.12067751,-2.785966149
0.818594296,0.216941776,8.35707931,10.13793845,-2.943743899
1.247850757,0.204011311,7.788835466,10.13042987,-2.320871489
0.950263741,0.213636435,7.892321757,10.13083451,-2.938233656
0.750741041,0.217725644,8.188653967,10.13926708,-3.071641963
0.739504064,0.220670309,8.397238201,10.13036306,-3.460200256
0.766075739,0.217407198,8.220906366,10.14454077,-2.985483943
0.777429836,0.213299797,8.106956966,10.13191817,-3.072022727
0.699292695,0.212166449,8.168315438,10.12690126,-3.303701705
0.921233468,0.213029857,7.364713017,10.12833197,-2.768323127
1.118234614,0.217406207,7.813787512,10.13978301,-2.829518056
1.096494193,0.224777483,7.862738225,10.13627261,-3.050359889
0.60945136,0.204262298,8.196047004,10.13210891,-3.084009266
1.107499139,0.202324236,7.548501875,10.12403301,-2.703469895
1.209074416,0.20725794,7.792317031,10.13136554,-2.510170147
0.722586009,0.215875186,8.106369558,10.1306645,-3.336705131
1.344927405,0.206563303,7.653424471,10.12520856,-2.987478785
0.830651069,0.203268903,8.180718027,10.13007935,-3.030640533
0.742735982,0.21271986,7.938780034,10.14078019,-3.34879478
0.713334135,0.214396547,8.257621202,10.1372586,-3.146986673
0.64276105,0.212273672,8.129998912,10.12407759,-3.01337915
0.670994863,0.21512722,8.134877831,10.13271444,-3.281755707
1.062985749,0.208683279,7.731410912,10.13098892,-2.66111915
1.14275947,0.214298134,8.439848293,10.13554504,-3.070130469
0.694053993,0.215208339,8.136540177,10.13372225,-2.768622621
0.997142544,0.211690886,8.06073001,10.13485845,-2.866365907
0.580227288,0.2200414,8.096768638,10.12778678,-3.268962226
0.896659538,0.214677509,7.736718814,10.13582322,-3.116974211
0.68160888,0.206249788,8.290382674,10.12393919,-2.75339194
0.88844616,0.209103899,7.970395913,10.12242893,-2.998510116
0.59674573,0.216224818,8.390767895,10.13058894,-3.536884201
1.237895338,0.221584479,7.956657999,10.139,-2.709764351
0.901660558,0.217890769,8.037784071,10.13479007,-2.897555408
0.761415968,0.211551093,7.927021925,10.12122292,-2.615781765
1.123249418,0.213825549,8.28995513,10.13711625,-2.97627078
1.500924138,0.207944295,8.083229384,10.13047886,-2.767785992
0.707542006,0.213734379,8.055991702,10.13207062,-3.350645993
1.285502882,0.215386331,7.788211538,10.13135914,-2.892781579
0.849124054,0.20058189,8.382153344,10.12412123,-3.241327299
0.692134156,0.20984276,8.347675824,10.14008997,-3.284393246
0.844346706,0.219408843,7.695814446,10.13931412,-3.098969229
1.387632682,0.213602802,7.64365572,10.12611228,-2.886975592
1.000136227,0.207545064,8.657930011,10.12706436,-3.06843943
1.996340074,0.209883229,8.405836468,10.13123042,-2.66440324
0.941195961,0.21387786,7.866976128,10.12929188,-2.998778006
0.743674744,0.207266996,8.217345988,10.12413291,-2.978214007
0.716849678,0.219066136,7.850041013,10.13784247,-3.036518184
1.010304654,0.210832383,8.495865784,10.12831751,-2.752096971
0.756058669,0.225593407,8.014751712,10.13561386,-2.582619237
1.060752846,0.209297295,7.567792224,10.12678473,-2.957310261
1.162332694,0.209047948,7.895616965,10.13108344,-2.405385852
1.0265857,0.217382295,8.167437052,10.13024192,-2.848050743
1.3299787,0.211693673,7.163682922,10.12951859,-2.400881987
1.721211627,0.213535304,8.408979722,10.12814561,-2.57518993
0.830057167,0.215025817,8.118882658,10.14033905,-2.963453257
1.341893497,0.213575422,7.938057636,10.13783477,-2.728983074
2.649639641,0.212059397,9.044725576,10.12390163,-2.341694957
0.944977468,0.208427645,7.968019768,10.12926834,-3.152843962
1.064164202,0.215227861,7.428130386,10.12730692,-2.683204316
0.887517553,0.215156322,8.736115296,10.12743605,-3.226996504
0.849706109,0.209117102,7.760870031,10.13472422,-2.517654691
0.77226295,0.212672676,8.058740225,10.12656908,-2.854207029
0.529051642,0.217923119,7.868250144,10.13398532,-2.929557347
0.887555578,0.211754765,8.153368794,10.13501387,-3.081209559
0.895648016,0.201383993,8.309136389,10.13285978,-3.186279893
0.760427205,0.224287263,8.104605905,10.13944674,-3.270153363
0.671522607,0.205802606,8.203235439,10.1318101,-2.774629751
0.684468342,0.215125581,8.190594784,10.13134457,-3.444457832
0.850474543,0.216178374,7.764328147,10.13844064,-2.981797977
0.749121072,0.21505511,8.135793574,10.1318158,-2.994147302
0.875032601,0.212920877,8.012972784,10.13556999,-2.789946928
0.709419233,0.215716851,8.112608103,10.12683621,-3.289056183
1.029043179,0.210137525,8.080411881,10.13527074,-2.775544985
0.573003668,0.214021731,8.245879451,10.13237384,-2.816869802
0.759152191,0.210283726,8.260197281,10.13446791,-3.448820313
1.18705114,0.217799504,7.887158973,10.13758151,-2.835229212
1.31236039,0.197813182,8.849955153,10.1267767,-2.522224521
1.362696237,0.204768936,8.269323657,10.1351,-2.848446457
1.043189861,0.221647561,8.015851039,10.13685238,-3.438204672
0.765567859,0.217582729,8.242647656,10.13138937,-2.928029032
0.851478127,0.203877618,8.410473463,10.13983449,-3.021868329
1.331361849,0.211245753,7.711074485,10.12770913,-2.545054757
0.870212886,0.20908276,8.158592384,10.12693704,-2.983511264
0.790535097,0.20419586,7.900558382,10.11838425,-2.854425618
0.842559954,0.20990235,8.294533323,10.1328903,-3.094755182
0.832158072,0.213682744,8.171085239,10.12944315,-2.957393603
1.086626482,0.216171572,8.351005319,10.12804686,-3.123675443
0.887605729,0.207089098,8.192681087,10.13784441,-2.897466719
0.750253768,0.20589075,8.187232411,10.1229851,-2.952490787
0.793940782,0.211682408,7.86434637,10.12625794,-2.891081183
1.036700132,0.21331122,7.749521689,10.13097715,-2.913538037
0.875135702,0.214558001,7.910342251,10.12876736,-3.005924761
0.732006932,0.222658716,7.953427248,10.1382832,-3.140253574
0.752295377,0.218911263,8.0632009,10.14160717,-2.921273825
0.640577174,0.204927808,8.370487824,10.12903729,-3.282932365
0.994553405,0.211963341,8.144001503,10.13022474,-2.918601661
0.516950651,0.226729279,8.273767524,10.13970584,-3.182708762
0.67816835,0.210577093,8.397174676,10.13090059,-3.312964705
1.033971628,0.210262171,7.897938609,10.13538124,-2.55632316
0.913147627,0.219431294,7.972122367,10.12790623,-2.718823218
0.758193782,0.209455582,8.098116791,10.12568636,-2.889131615
0.683730051,0.214162439,8.015349488,10.12958949,-2.832012726
0.790917302,0.209927894,8.059562042,10.12181418,-2.955253326
1.425928688,0.213195016,7.876925039,10.1160965,-3.101936249
0.947322987,0.218794035,8.090832472,10.12900821,-3.158046233
0.833034055,0.232608457,7.736210511,10.14568916,-2.79574015
1.104477619,0.206141957,7.322241937,10.12455997,-2.40436685
2.419010078,0.204933527,9.887843099,10.12882055,-2.116284006
0.963051408,0.210219652,8.089673396,10.13370458,-2.888103672
1.209870511,0.219835324,7.32715036,10.13353249,-2.564538074
0.677606644,0.214519679,8.322161359,10.13961542,-3.084070003
1.354352565,0.213002502,7.675282784,10.13710993,-2.568415991
0.798210463,0.216904946,7.873371577,10.12000295,-3.190282934
0.798092843,0.207432248,8.023852719,10.12059407,-3.005378381
1.34329829,0.211584645,7.478527206,10.1143773,-3.096922599
1.094573845,0.209383666,8.251837822,10.13093781,-2.966059603
0.799403001,0.219663835,7.925198737,10.12957101,-2.713471776
0.906408292,0.209438842,8.34702272,10.12958755,-2.851808653
0.70843716,0.215361133,8.149601882,10.12657407,-2.939147483
1.174794549,0.212716839,8.024840636,10.13457428,-2.880539984
0.60771493,0.215168328,8.589318152,10.13437139,-3.217824508
0.730254069,0.219430152,8.181751188,10.14104782,-3.025327868
1.417245623,0.206146275,8.204820756,10.12239724,-2.520052313
0.772386867,0.218416476,7.897471786,10.13016214,-2.990141382
0.860781841,0.207502234,8.381759645,10.13438608,-3.045927792
2.272371986,0.212447568,7.817196937,10.13931758,-2.230288923
1.093538437,0.21294023,7.940352588,10.13837917,-2.64035402
1.733903794,0.21606803,7.719313736,10.13064495,-2.58141259
0.89849658,0.214945497,8.144575217,10.13736768,-2.855953203
1.543001266,0.217797385,7.876605256,10.13682727,-2.767707012
0.716694041,0.213177841,8.090036521,10.12391894,-3.280985709
0.776220293,0.20730136,7.986573714,10.13951153,-3.182989901
0.965985951,0.203521336,8.063114679,10.12922254,-3.256457401
0.698719879,0.213344557,8.208870881,10.12883914,-2.999164882
0.919779294,0.216701077,8.026302775,10.12927173,-2.765537372
1.504333827,0.219752894,8.243504333,10.15399491,-3.305047792
1.007299067,0.199667739,8.364223803,10.13004057,-2.824159595
0.951694223,0.21566886,8.067707975,10.13766116,-3.062455787
0.769073354,0.213459772,8.052071056,10.12558948,-3.000231514
0.943576128,0.213514695,8.156754522,10.13875693,-2.6236265
1.054714873,0.209095388,8.024152627,10.12363049,-3.081860568
0.969762902,0.222251343,7.726744857,10.1320129,-2.895128851
1.043605224,0.214537635,7.770144895,10.1316343,-2.839405079
1.092710897,0.211387744,7.902463281,10.12894919,-3.426875185
0.687582341,0.213711807,8.483704554,10.12582036,-3.14253697
1.344657287,0.220090699,7.290275769,10.13714024,-2.54021083
0.768309091,0.211136718,8.278803761,10.12592848,-3.20893406
1.026704341,0.226210795,8.054594021,10.14884197,-3.413323686
0.927596695,0.207017929,7.854623489,10.12424139,-3.009796771
0.995089236,0.213284901,7.718151104,10.13760879,-3.206474386
0.703625065,0.204121973,8.152795339,10.12412583,-2.831175943
0.917776957,0.205186144,8.223460304,10.12883703,-2.792949106
0.529609374,0.215025881,8.192758071,10.13483491,-3.364617108
0.984292077,0.217235549,7.989882179,10.1213342,-2.861418035
0.563216529,0.21970032,8.198641698,10.1349979,-3.123434507
0.738259604,0.211014517,8.129214014,10.13455696,-3.41236648
0.835426498,0.211592338,7.969898181,10.12126307,-2.817373799
0.881352073,0.22078605,7.937344595,10.13526273,-3.294284845
1.030558039,0.216046186,7.740872702,10.13107151,-2.771209273
0.795082361,0.204259277,8.243832516,10.12673209,-3.008501142
0.964117742,0.216027753,7.804208346,10.13391867,-3.045623991
0.998005074,0.212375393,8.127412833,10.13454405,-2.788098579
0.958582866,0.209210021,7.788588186,10.13130919,-2.719393309
1.087505018,0.210919169,7.769624901,10.13372872,-2.891203243
0.605464268,0.209697681,8.437946339,10.13694014,-3.310442839
0.843375679,0.208599656,7.571269351,10.13341411,-2.692546181
0.964244942,0.214040411,7.472639091,10.12867054,-2.780998265
1.14160904,0.22256275,7.58392722,10.14384913,-2.392987534
0.814008099,0.211988137,7.985198274,10.13724327,-2.88880277
1.037150318,0.210556226,7.709410139,10.13664856,-2.709828808
0.89578404,0.218675611,7.725058197,10.13440264,-2.803957109
1.189168687,0.213044109,7.483925148,10.12458838,-2.693178436
0.668125714,0.222509927,7.872086367,10.13763117,-2.815219958
0.675123519,0.21105355,8.214736813,10.13084322,-3.015872026
0.96663233,0.217164544,7.602930513,10.13478617,-3.262854857
0.619076541,0.213112877,8.326475619,10.13223216,-3.391169799
1.015514452,0.211697109,8.015192569,10.1362828,-2.782709276
0.899966683,0.222504094,7.945141615,10.14351241,-2.77652256
0.591055148,0.210517017,8.24088794,10.12858759,-3.342859149
1.344982211,0.215138997,8.527564224,10.14822498,-2.590540989
0.757998043,0.214363788,7.931896042,10.13683992,-3.035809236
0.788534575,0.221609431,8.150319611,10.13564758,-2.982185547
0.825019505,0.208886145,8.095642718,10.12009574,-3.105874889
0.786534043,0.205850078,8.301028436,10.13107566,-3.060905825
0.70374791,0.217735374,8.2396286,10.1394886,-2.886346147
3.401331003,0.212440399,8.105354116,10.13695486,-2.104409072
0.840235657,0.219319375,8.052986005,10.12929042,-3.019577038
0.762289268,0.208345286,8.115172976,10.13241394,-3.15243994
0.799468347,0.219892,8.114844484,10.13610482,-2.902820563
1.721133114,0.210577547,8.1933703,10.1323231,-2.631866891
0.841179522,0.207713528,8.120815073,10.12712967,-3.36083788
0.835803818,0.224025508,7.626721115,10.14217832,-2.67840135
1.386988157,0.211472575,7.274931705,10.12987229,-2.325851291
0.957309245,0.206450585,8.179800284,10.13002266,-3.040635421
0.784256584,0.21073625,8.265015468,10.12708763,-3.357305573
0.947638561,0.218020939,8.114429783,10.13652285,-2.861202323
0.822118666,0.218069955,7.982217253,10.13287968,-2.831852628
0.769335764,0.214410456,7.769677099,10.1223772,-3.044355839
0.844194783,0.211785756,7.967952868,10.12416563,-2.99362024
0.91717168,0.224072963,7.789860704,10.14286714,-2.954915237
0.991912935,0.211730086,7.779894147,10.12572261,-2.75720591
0.639120731,0.214929617,8.147149315,10.13143083,-3.544167782
1.137046154,0.205161731,8.059760538,10.13605571,-2.662059658
0.627093311,0.217875147,8.196200237,10.13956439,-3.315597185
0.880084245,0.207608513,8.297577123,10.13217608,-3.043253504
0.738007639,0.226092258,8.018943178,10.12999585,-2.985129426
0.884132557,0.216232178,8.330429573,10.13698796,-3.069135487
0.809254366,0.21824416,7.756368609,10.14247684,-2.664508843
0.810011419,0.213030657,7.942332159,10.13144732,-2.974215223
0.893253125,0.211544617,8.178520467,10.13278874,-2.609957065
0.79789524,0.214270139,8.272580964,10.13824822,-3.226668401
1.393092674,0.213483166,7.769595664,10.13717926,-2.559825915
1.099264332,0.20753935,8.409351375,10.13972256,-2.964620855
0.938807811,0.222279679,7.849009794,10.14151884,-3.15171825
0.890831457,0.21896197,7.748431639,10.12546106,-3.144365086
0.585891664,0.223312111,8.22992205,10.12953439,-3.332068551
0.605758948,0.199449195,8.305443802,10.12470426,-2.937253987
1.892923371,0.211270955,8.445268882,10.12980482,-2.538485063
0.579182654,0.224919773,8.06816111,10.13984563,-2.981709399
0.95986337,0.201914836,8.353059219,10.13256371,-3.071936276
0.874372017,0.216586216,8.058975351,10.13582732,-2.892023517
0.719341434,0.210586412,8.218744119,10.13636859,-2.864886784
0.94097633,0.214163902,7.38995154,10.13007488,-2.721074209
1.151258425,0.213506107,7.77872066,10.13706399,-2.456333236
2.346240462,0.208968543,8.926726001,10.13439712,-2.339900252
1.030356949,0.209498205,7.835324699,10.12471464,-3.540786852
1.202133016,0.20475125,7.907874075,10.1337746,-3.130622268
0.79040756,0.208250188,8.314186132,10.13083298,-2.982223634
0.913590098,0.209381679,7.899734337,10.13412211,-2.945707582
1.157119472,0.223928741,7.527960421,10.14747497,-2.498729054
0.993199679,0.209053262,8.036121267,10.13426049,-2.874451746
0.591561804,0.220555987,8.149684684,10.13698564,-3.09508862
0.643774829,0.218903358,8.136032817,10.13847696,-2.873547455
0.988305244,0.215216116,7.817057056,10.13213386,-2.573540243
0.850689537,0.217382727,7.799156395,10.14109013,-2.859183841
1.079768413,0.217431146,7.682219829,10.1315532,-2.860683981
0.765915004,0.214247636,8.357838738,10.13883656,-3.276523158
1.140509094,0.21534044,8.105167666,10.13151545,-2.970509114
0.73453661,0.214252653,7.977737577,10.13837664,-3.212861329
0.586928943,0.210092685,8.228475273,10.12270042,-3.481418426
1.147871827,0.209649678,7.777360112,10.1369018,-2.646298543
0.531747634,0.223634392,8.333310126,10.13820415,-3.494034418
0.908058538,0.209273174,7.742916309,10.13243796,-2.786919478
0.946638387,0.220012724,8.079018178,10.13590601,-2.927082396
0.848778885,0.212444552,8.226824663,10.13018888,-3.249678179
0.907888694,0.22014052,7.845308075,10.13094916,-2.821235097
0.670556603,0.21302168,8.291493521,10.13273168,-3.008570884
1.168094085,0.209729336,7.430942022,10.12459948,-2.302379172
0.860474252,0.207374011,8.109134911,10.12982237,-2.842404975
0.997987003,0.202220405,8.190395826,10.12052458,-2.798473996
0.519750991,0.210683083,8.434532928,10.14162815,-3.2278972
0.956264273,0.219194723,7.844177315,10.13767284,-2.981111296
1.011201372,0.216552152,7.96368155,10.13500145,-3.116132513
0.736236971,0.210757619,8.321420234,10.12959725,-3.147897808
0.86513298,0.217022783,7.812840051,10.12170556,-3.60084374
